@relation radar1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 {Dog,Human}

@data
0.366692,0.181719,0.511539,0.283789,0.266514,0.139732,0.523969,0.239604,0.727394,0.817972,0.815935,0.682999,0.72945,0.835315,0.557719,0.333333,0.3058,0.731731,0.574031,0.664596,0.384342,0.47549,0.531653,0.849462,0.777778,0.425376,0.276568,0.169395,0.537916,0.648855,0.344828,0.443142,0.556457,0.634409,0.764151,0.415405,0.249881,0.168292,0.513675,0.640351,0.304348,0.451486,0.570164,0.728682,0.643564,0.408879,0.219807,0.166697,0.446863,0.567901,0.211382,0.384458,0.568169,0.652542,0.571429,0.374322,0.152665,0.159965,0.62829,0.733804,0.316882,0.322366,0.220858,0.06871,0.019179,0.006233,Human
0.699006,0.548788,0.986812,0.97495,0.583836,0.466028,0.876588,0.782272,0.648599,0.715797,0.614082,0.667658,0.665745,0.736205,0.209252,0.266667,0.130745,0.263713,0.951821,0.944099,0.868327,0.784779,0.911871,1,1,0.704641,0.704576,0.573035,0.939759,0.969466,0.87069,0.703161,0.931093,0.956989,1,0.724421,0.707082,0.572172,0.954701,0.982456,0.902174,0.801989,1,0.930233,1,0.73481,0.733016,0.571233,0.951344,1,0.894309,0.807041,1,0.872881,0.857143,0.768987,0.726626,0.565503,0.014692,0.675271,0.85719,0.849115,0.523354,0.367709,0.190739,0.12673,Human
0.673806,0.558442,0.865421,0.759263,0.44001,0.378987,0.929622,0.668875,0.695574,0.788935,0.484099,0.661106,0.709872,0.69429,0.607758,0.433333,0.383148,0.637719,0.954172,0.968944,0.501779,1,1,1,0.820513,0.505287,0.308836,0.565865,0.885188,0.946565,0.431034,1,1,1,0.90566,0.495919,0.266708,0.564426,0.830769,0.903509,0.369565,1,0.958755,1,0.881188,0.474518,0.228778,0.562519,0.805378,0.864198,0.268293,1,0.994152,0.762712,0.869048,0.469099,0.166086,0.558359,0.0874,0.647199,1,1,0.673093,0.176613,0.050124,0.023157,Human
0.114884,0.012835,0.081012,0.013153,0.047736,0.007109,0.068011,0.010334,0.667069,0.739793,0.589601,0.638239,0.687757,0.655406,0.675725,0.5,0.456879,0.6311,0.284371,0.242236,0.131673,0.041192,0.214282,0.55914,0.367521,0.112801,0.072567,0.011337,0.214741,0.229008,0.077586,0.033476,0.194635,0.311828,0.273585,0.106305,0.044225,0.010177,0.139316,0.166667,0.048913,0.021048,0.150227,0.48062,0.217822,0.07489,0.027647,0.008375,0.051216,0.08642,0.00813,0.006303,0.075611,0.508475,0.154762,0.041972,0.004595,0.004466,0.091733,0.645195,0.02458,0.021343,0.011742,0.00532,0.002051,0.004136,Human
0.07263,0.008653,0.076836,0.012182,0.03289,0.005604,0.073776,0.010301,0.655482,0.427928,0.182542,0.675116,0.549791,0.245152,0.669068,0.366667,0.374737,0.840405,0.153349,0.223602,0.024911,0.053418,0.127682,0.430108,0.239316,0.136455,0.01611,0.006805,0.086464,0.152672,0,0.023457,0.098401,0.322581,0.226415,0.092476,0.001581,0.005918,0.055556,0.114035,0,0.011813,0.079238,0.457364,0.19802,0.065478,0,0.005243,0.028169,0.061728,0,0.003537,0.044042,0.466102,0.130952,0.037975,0,0.003903,0.923277,0.608835,0.02079,0.016131,0.005018,0.003902,0.001245,0.000885,Human
0.085609,0.010675,0.094466,0.016496,0.038797,0.006719,0.081627,0.01256,0.768805,0.731661,0.412042,0.708381,0.729231,0.478872,0.690606,0.4,0.404772,0.810255,0.169213,0.21118,0.035587,0.04702,0.152301,0.473118,0.230769,0.120013,0.021946,0.009699,0.124734,0.206107,0.017241,0.030108,0.135646,0.365591,0.245283,0.115693,0.012446,0.009009,0.094872,0.131579,0.01087,0.019604,0.121994,0.488372,0.217822,0.070738,0.007065,0.008167,0.048656,0.08642,0,0.008005,0.075816,0.491525,0.142857,0.049842,0,0.005709,0.41787,0.798381,0.025133,0.020015,0.006675,0.004041,0.001224,0.001301,Human
0.529302,0.27292,0.559581,0.334945,0.414714,0.220338,0.530655,0.310084,0.627156,0.72588,0.516847,0.604319,0.615976,0.715173,0.224473,0.3,0.147554,0.246283,0.823737,0.869565,0.626335,0.518335,0.715059,0.989247,0.854701,0.598536,0.477984,0.278359,0.818568,0.870229,0.543103,0.524566,0.761288,0.913978,0.981132,0.599844,0.415804,0.277254,0.809402,0.815789,0.494565,0.552178,0.796352,0.806202,1,0.562343,0.378197,0.275314,0.736236,0.777778,0.479675,0.463008,0.72986,0.805085,0.821429,0.552093,0.36681,0.265428,0.0177,0.671782,0.439708,0.428647,0.195141,0.127419,0.109104,0.121718,Human
0.382941,0.183356,0.502357,0.274491,0.402151,0.194627,0.458575,0.244348,0.528775,0.410572,0.1752,0.602242,0.52233,0.327553,0,0.133333,0.021853,0.033645,0.490599,0.602484,0.476868,0.235442,0.323245,0.83871,0.692308,0.688655,0.517844,0.184193,0.479802,0.618321,0.465517,0.22459,0.332726,0.548387,0.773585,0.70177,0.507153,0.183492,0.467521,0.578947,0.51087,0.186139,0.319391,0.643411,0.643564,0.652622,0.553442,0.182288,0.444302,0.469136,0.504065,0.103548,0.287601,0.559322,0.559524,0.541139,0.54607,0.178067,0.084346,0.616328,0.096188,0.113685,0.21104,0.209305,0.181221,0.179442,Human
0.405204,0.226725,0.607595,0.390276,0.232695,0.141829,0.581787,0.297305,0.853032,0.79264,0.497711,0.863873,0.776556,0.554701,0.757332,0.5,0.501227,0.735912,0.746769,0.875776,0.113879,0.710543,0.753759,0.978495,0.854701,0.407038,0.062523,0.235524,0.669738,0.816794,0.081897,0.634184,0.741989,0.946237,0.981132,0.381685,0.04665,0.233801,0.6,0.72807,0.038043,0.613753,0.731684,0.79845,0.90099,0.340657,0.021503,0.231333,0.599232,0.864198,0,0.683318,0.888525,0.754237,0.845238,0.41972,0,0.226434,0.192405,0.843172,0.532288,0.440495,0.142673,0.071828,0.009487,0.005131,Human
0.100175,0.026261,0.279404,0.095888,0.081849,0.024357,0.210966,0.065376,0.575117,0.482261,0.308496,0.577857,0.61397,0.462474,0.34657,0.2,0.159743,0.627578,0.202703,0.42236,0.092527,0.124772,0.15708,0.483871,0.598291,0.388576,0.086628,0.015004,0.158753,0.435115,0.034483,0.127535,0.150732,0.462366,0.603774,0.395991,0.035561,0.014244,0.11453,0.368421,0.021739,0.102065,0.125502,0.573643,0.524752,0.331106,0.020186,0.013086,0.076825,0.333333,0,0.067259,0.099616,0.533898,0.321429,0.307595,0,0.010902,0.281394,0.524638,0.047374,0.04689,0.03167,0.00728,0.00266,0.002664,Human
0.205156,0.058682,0.205559,0.05671,0.140213,0.044623,0.268857,0.065363,0.60425,0.703365,0.843533,0.532278,0.65524,0.861394,0.545481,0.333333,0.300381,0.712442,0.348414,0.378882,0.227758,0.1499,0.252701,0.526882,0.410256,0.24529,0.163631,0.059017,0.274982,0.328244,0.172414,0.105502,0.235574,0.344086,0.396226,0.211552,0.125894,0.057738,0.197436,0.219298,0.130435,0.064418,0.203323,0.496124,0.257426,0.138366,0.094203,0.055857,0.15749,0.185185,0.113821,0.040638,0.200908,0.423729,0.25,0.122061,0.082204,0.053031,0.323682,0.485926,0.095624,0.109825,0.077987,0.011817,0.005874,0.001707,Human
0.161277,0.026483,0.144266,0.03174,0.061048,0.013418,0.135033,0.025165,0.687222,0.72546,0.424048,0.645862,0.627207,0.56901,0.905899,0.633333,0.679557,0.725843,0.340188,0.347826,0.099644,0.112702,0.293121,0.634409,0.487179,0.130736,0.04556,0.026219,0.289157,0.343511,0.060345,0.09085,0.294406,0.505376,0.45283,0.130095,0.028771,0.025136,0.228205,0.236842,0.027174,0.061643,0.251772,0.534884,0.326733,0.08789,0.013084,0.023324,0.135723,0.160494,0,0.026447,0.19138,0.483051,0.214286,0.064392,0,0.018274,0.146453,0.676395,0.052782,0.049234,0.023714,0.008412,0.002162,0.003505,Human
0.124656,0.021569,0.136034,0.028908,0.057907,0.013173,0.137702,0.026112,0.732177,0.659153,0.20971,0.671231,0.719539,0.388388,0.755129,0.466667,0.478667,0.785515,0.223854,0.298137,0.02847,0.082045,0.172002,0.516129,0.196581,0.147417,0.015226,0.020916,0.155209,0.244275,0.008621,0.046177,0.144871,0.301075,0.254717,0.120411,0.005853,0.019872,0.115385,0.184211,0.01087,0.028378,0.131823,0.488372,0.237624,0.088271,0.006423,0.018878,0.080666,0.135802,0,0.014552,0.121003,0.474576,0.214286,0.06962,0,0.016614,0.403377,0.69674,0.048865,0.041193,0.009006,0.009558,0.002281,0.004198,Human
0.414286,0.10451,0.16043,0.03766,0.218682,0.060239,0.199383,0.046416,0.438672,0.407445,0.533736,0.445847,0.366638,0.533696,0.331813,0.566667,0.295667,0.132871,0.43302,0.248447,0.19573,0.01262,0.202406,0.462366,0.299145,0.103048,0.099565,0.104386,0.384833,0.251908,0.172414,0.012647,0.193907,0.129032,0.377358,0.104772,0.089442,0.103313,0.345299,0.210526,0.173913,0.011856,0.192146,0.356589,0.306931,0.085766,0.090435,0.101798,0.345711,0.234568,0.178862,0.019144,0.228756,0.381356,0.285714,0.103074,0.093008,0.098448,0.07651,0.413203,0.059784,0.083614,0.182778,0.14135,0.071933,0.0407,Dog
0.014964,0.000665,0.001446,0.00013,0.003303,0.000302,0.003739,0.000313,0.3011,0.320072,0.291627,0.333516,0.42675,0.392208,0.464248,0.166667,0.186869,0.941609,0.014689,0.006211,0.017794,0.000718,0.028136,0.451613,0.034188,0.025619,0.019103,0.000112,0.000709,0.015267,0,0.000652,0.013369,0.44086,0.09434,0.026035,0.004292,0,0,0,0,0.000035,0,0,0,0.000605,0,0,0,0,0,0,0,0,0,0,0,0,0.512008,0.255786,0.003449,0.000791,0.000565,0.000273,0.000139,0.000564,Dog
0.096836,0.009754,0.034688,0.004167,0.05552,0.006802,0.036347,0.00503,0.56382,0.57885,0.602797,0.545042,0.544752,0.717276,0.292059,0.333333,0.188164,0.31298,0.119859,0.093168,0.078292,0.003645,0.060413,0.172043,0.145299,0.065204,0.055827,0.00832,0.11056,0.091603,0.068966,0.004343,0.0683,0.16129,0.198113,0.061089,0.051502,0.008053,0.099145,0.122807,0.065217,0.00427,0.06992,0.372093,0.19802,0.076373,0.047101,0.007517,0.048656,0.08642,0.01626,0.005557,0.050585,0.389831,0.154762,0.056962,0.011743,0.004745,0.033208,0.553078,0.011837,0.013046,0.01463,0.007624,0.004065,0.002606,Dog
0.09818,0.010551,0.06075,0.008741,0.04395,0.006285,0.06119,0.007841,0.906979,0.559877,0.254823,0.86009,0.852514,0.337581,0.745018,0.433333,0.452216,0.828114,0.122209,0.204969,0.053381,0.015166,0.099088,0.430108,0.162393,0.108728,0.031626,0.008225,0.075833,0.10687,0.021552,0.007782,0.086177,0.419355,0.141509,0.056235,0.014306,0.007575,0.046154,0.061404,0.021739,0.002851,0.062321,0.573643,0.118812,0.028967,0.013458,0.00693,0.029449,0.049383,0.00813,0.00181,0.047272,0.627119,0.119048,0.026806,0.005033,0.006046,0.395957,0.923652,0.02796,0.01689,0.004188,0.003913,0.001987,0.004173,Dog
0.101217,0.013006,0.049677,0.006647,0.082845,0.011833,0.052251,0.008132,0.3447,0.398395,0.391045,0.385897,0.391447,0.483635,0.070664,0.2,0.059783,0.096031,0.137485,0.099379,0.113879,0.000612,0.051047,0.053763,0.153846,0.10357,0.106429,0.011952,0.126152,0.10687,0.112069,0.001957,0.053475,0.021505,0.198113,0.103801,0.107296,0.011639,0.119658,0.105263,0.108696,0.00339,0.055141,0.286822,0.188119,0.094407,0.100932,0.011192,0.087068,0.08642,0.081301,0.004173,0.049644,0.305085,0.154762,0.079747,0.075494,0.008694,0.026158,0.353165,0.006598,0.00947,0.025768,0.013928,0.009596,0.007262,Dog
0.053843,0.003404,0.007324,0.000697,0.01603,0.001567,0.01442,0.001353,0.415659,0.462249,0.464354,0.410253,0.417635,0.510025,0.517607,0.4,0.321203,0.560286,0.066392,0.055901,0.042705,0.002783,0.041643,0.107527,0.111111,0.034374,0.026566,0.002626,0.058824,0.053435,0.034483,0.002512,0.044372,0.107527,0.150943,0.030754,0.023605,0.002469,0.046154,0.04386,0.032609,0.002,0.03618,0.333333,0.118812,0.021425,0.021196,0.00208,0.008963,0.024691,0,0.000471,0.007811,0.220339,0,0.014241,0,0.000538,0.301066,0.395768,0.004434,0.004262,0.008373,0.001774,0.000681,0.000542,Dog
0.325816,0.085049,0.15848,0.036921,0.248037,0.068196,0.167079,0.044889,0.548875,0.382248,0.376244,0.558858,0.384988,0.414078,0.123139,0.3,0.104722,0.078947,0.326675,0.329193,0.202847,0.026098,0.156188,0.258065,0.350427,0.231738,0.154572,0.079446,0.293409,0.267176,0.181034,0.014091,0.153229,0.258065,0.377358,0.18691,0.140116,0.078671,0.271795,0.245614,0.173913,0.012162,0.153433,0.387597,0.336634,0.167845,0.132992,0.077665,0.240717,0.271605,0.146341,0.025996,0.170565,0.389831,0.333333,0.192795,0.111908,0.074178,0.004043,0.50686,0.067442,0.08657,0.124915,0.090385,0.064397,0.030177,Dog
0.012668,0.001225,0.016846,0.00175,0.016236,0.001749,0.020449,0.002014,0.416236,0.055296,0.006182,0.650256,0.504347,0.062678,0.214931,0.033333,0.059599,0.760157,0.015276,0.043478,0.007117,0.006222,0.023472,0.311828,0.076923,0.125493,0.014759,0.000762,0.010631,0.045802,0,0.003425,0.020235,0.290323,0.141509,0.110596,0.008107,0.000726,0.010256,0.026316,0.01087,0.001074,0.011177,0.48062,0,0.054958,0.0157,0.000723,0.007682,0.024691,0,0.000773,0.009896,0.525424,0,0.04557,0,0.000525,0.183751,0.58018,0.004066,0.001671,0.000089,0.000349,0.000104,0.001944,Dog
0.033489,0.002991,0.021308,0.0023,0.026463,0.00292,0.026829,0.002755,0.440115,0.427297,0.226635,0.494124,0.411863,0.45395,0.199763,0.133333,0.086185,0.466604,0.048766,0.068323,0.064057,0.00689,0.029219,0.064516,0.119658,0.099459,0.071228,0.002748,0.053863,0.099237,0.051724,0.010826,0.036864,0.064516,0.207547,0.124186,0.060801,0.002761,0.062393,0.122807,0.054348,0.012571,0.042477,0.317829,0.207921,0.139775,0.058877,0.002727,0.008963,0.024691,0,0.000474,0.008506,0.322034,0,0.028481,0,0.00055,0.329929,0.49481,0.003233,0.003361,0.007882,0.001326,0.000789,0.001059,Dog
0.029224,0.001733,0.018515,0.001951,0.007782,0.000863,0.013585,0.001498,0.046755,0.079783,0.092641,0.488856,0.111608,0.091835,0.420398,0.266667,0.215742,0.629818,0.022327,0.068323,0,0.005078,0.001427,0.193548,0.059829,0.060636,0,0.000505,0.010631,0.030534,0,0.001035,0.000971,0.182796,0.103774,0.027922,0.002682,0.000396,0.011966,0.026316,0.01087,0.000778,0.00553,0.410853,0,0.018138,0.008832,0.000397,0,0,0,0,0,0,0,0,0,0,0.33695,0,0.002669,0.000965,0.001204,0.001862,0.002231,0.002373,Dog
0.280188,0.059126,0.097022,0.017168,0.198879,0.044967,0.107175,0.024744,0.458371,0.497479,0.64927,0.463965,0.453107,0.692632,0.149721,0.333333,0.125136,0.088618,0.23678,0.149068,0.156584,0.004004,0.106963,0.139785,0.205128,0.100438,0.112296,0.055606,0.21545,0.152672,0.137931,0.002989,0.104331,0.096774,0.254717,0.099918,0.101097,0.055083,0.216239,0.166667,0.152174,0.007391,0.116115,0.348837,0.257426,0.104552,0.109903,0.054596,0.245839,0.185185,0.162602,0.015814,0.155557,0.364407,0.25,0.122061,0.117435,0.053275,0.056049,0.465893,0.029101,0.041175,0.094076,0.058307,0.050897,0.046283,Dog
0.11274,0.02353,0.152989,0.034876,0.102237,0.023176,0.162632,0.035009,0.394191,0.26875,0.182392,0.735716,0.480251,0.203646,0.177375,0.166667,0.088709,0.356423,0.13161,0.192547,0.120996,0.015048,0.075208,0.322581,0.128205,0.208316,0.122168,0.014618,0.100638,0.160305,0.077586,0.017152,0.052729,0.27957,0.198113,0.169487,0.081545,0.014139,0.090598,0.166667,0.081522,0.015378,0.053096,0.48062,0.188119,0.16717,0.081522,0.013724,0.074264,0.160494,0.056911,0.014697,0.054511,0.483051,0.178571,0.164557,0.056911,0.012278,0.187015,0.629656,0.040258,0.032492,0.00727,0.010742,0.005842,0.025527,Dog
0.129392,0.037019,0.165446,0.039594,0.188954,0.05279,0.223509,0.059909,0.598151,0.213121,0.002881,0.78895,0.451232,0.048174,0.011609,0,0,0.28845,0.103995,0.21118,0.156584,0.021813,0.071194,0.387097,0.145299,0.531079,0.259884,0.02641,0.078668,0.183206,0.103448,0.02132,0.057636,0.387097,0.207547,0.446954,0.177039,0.026051,0.074359,0.149123,0.097826,0.016735,0.05226,0.472868,0.168317,0.346886,0.158967,0.025851,0.071703,0.160494,0.04878,0.024405,0.059418,0.483051,0.190476,0.370253,0.079268,0.025138,0.009083,0.650456,0.066847,0.054803,0.005328,0.008465,0.003882,0.046984,Dog
0.061058,0.005776,0.026283,0.002956,0.03957,0.004634,0.034336,0.003888,0.547148,0.474628,0.482598,0.620843,0.456686,0.615669,0.315756,0.233333,0.161098,0.505143,0.069918,0.10559,0.046263,0.009393,0.049544,0.150538,0.162393,0.097591,0.040426,0.004783,0.063785,0.137405,0.025862,0.013269,0.050701,0.129032,0.245283,0.118009,0.025465,0.004644,0.068376,0.140351,0.027174,0.014444,0.057047,0.356589,0.237624,0.113774,0.023551,0.004545,0.024328,0.037037,0.01626,0.001047,0.02564,0.381356,0,0.03107,0.014092,0.002491,0.253804,0.4744,0.00772,0.008121,0.011887,0.001412,0.000502,0.002122,Dog
0.062569,0.005023,0.028388,0.003247,0.025366,0.00292,0.030247,0.003183,0.835713,0.42142,0.239048,0.84385,0.500089,0.25834,0.562986,0.366667,0.325628,0.680463,0.078731,0.068323,0.060498,0.006002,0.067103,0.311828,0.119658,0.045107,0.040426,0.004036,0.062367,0.083969,0.034483,0.005113,0.065838,0.311828,0.179245,0.051705,0.025073,0.003764,0.052137,0.070175,0.032609,0.00462,0.056698,0.488372,0.128713,0.039178,0.022311,0.003386,0.016645,0.037037,0,0.00129,0.030506,0.508475,0,0.022785,0,0.001988,0.125287,0.863312,0.011956,0.007778,0.00203,0.002312,0.001859,0.00274,Dog
0.033098,0.001976,0.01691,0.001757,0.011114,0.001069,0.011259,0.001121,0.159466,0.22447,0.193852,0.503078,0.23848,0.245138,0.390038,0.266667,0.20352,0.577176,0.034665,0.018634,0.035587,0.000575,0.019598,0.075269,0.042735,0.024097,0.028876,0.00103,0.020553,0.022901,0.017241,0.000726,0.012831,0.075269,0.103774,0.02226,0.016631,0.000879,0.022222,0.035088,0.01087,0.000909,0.010433,0.325581,0.09901,0.024713,0.008832,0.000836,0.003841,0.012346,0,0.000168,0.003517,0,0,0.009494,0,0.000195,0.937928,0.083123,0.003263,0.002339,0.003438,0.001451,0.000344,0.001464,Dog
0.311009,0.079105,0.20627,0.057039,0.164782,0.047033,0.2369,0.059176,0.386196,0.298326,0.406865,0.42726,0.265651,0.395577,0.365062,0.533333,0.301562,0.2013,0.345476,0.31677,0.156584,0.036295,0.154697,0.44086,0.367521,0.139196,0.082778,0.083486,0.296953,0.274809,0.12931,0.030197,0.139149,0.086022,0.396226,0.120789,0.0701,0.082535,0.281197,0.27193,0.141304,0.032322,0.148228,0.325581,0.336634,0.118077,0.07654,0.081576,0.234315,0.283951,0.081301,0.039028,0.158134,0.330508,0.333333,0.131013,0.044038,0.077624,0.140282,0.291238,0.052532,0.077267,0.181381,0.108655,0.012405,0.008618,Dog
0.012338,0.000938,0.022674,0.002476,0.011199,0.001132,0.013494,0.001496,0.613516,0.339935,0.023934,0.614332,0.654299,0.054387,0.262102,0.066667,0.083381,0.777695,0.019976,0.031056,0.021352,0.002246,0.024492,0.290323,0.051282,0.083473,0.031186,0.000822,0.0163,0.045802,0.025862,0.002219,0.023582,0.290323,0.122642,0.090211,0.040343,0.000785,0.016239,0.026316,0.01087,0.001086,0.017707,0.465116,0,0.044438,0.01413,0.000747,0.002561,0.012346,0,0.000178,0.004498,0,0,0.018987,0,0.000131,0.305488,0.651353,0.002976,0.001478,0.000228,0.000154,0.000223,0.001479,Dog
0.084965,0.011027,0.057652,0.008133,0.061213,0.009333,0.074266,0.00969,0.383727,0.491349,0.427597,0.351771,0.461838,0.52307,0.197923,0.233333,0.116036,0.29008,0.082256,0.062112,0.071174,0.003351,0.038598,0,0.094017,0.062712,0.061987,0.009749,0.064493,0.076336,0.073276,0.006861,0.038702,0,0.169811,0.06859,0.066381,0.009497,0.062393,0.096491,0.059783,0.007114,0.042291,0.271318,0.168317,0.07791,0.051812,0.009319,0.047375,0.061728,0.04878,0.005178,0.040975,0.262712,0.130952,0.051784,0.042276,0.008065,0.03515,0.343263,0.00918,0.012923,0.030896,0.003039,0.001347,0.002338,Dog
0.075999,0.014396,0.140029,0.030267,0.100034,0.01898,0.11809,0.024424,0.432257,0.08471,0.035314,0.631413,0.588296,0.049973,0.0328,0.033333,0.011943,0.274318,0.098707,0.217391,0.117438,0.013139,0.047964,0.311828,0.179487,0.432423,0.173898,0.010392,0.08292,0.229008,0.090517,0.016089,0.043973,0.311828,0.273585,0.436761,0.138293,0.010109,0.066667,0.192982,0.070652,0.015358,0.039247,0.48062,0.138614,0.354776,0.102053,0.00965,0.048656,0.135802,0.04065,0.0101,0.035127,0.5,0.119048,0.250633,0.058717,0.008266,0.066587,0.626934,0.017465,0.01639,0.004997,0.006281,0.007931,0.020741,Dog
0.096753,0.008889,0.034581,0.004151,0.036186,0.004623,0.04471,0.005302,0.551807,0.372685,0.484554,0.599538,0.393313,0.512943,0.560354,0.5,0.394181,0.482921,0.145711,0.111801,0.064057,0.007866,0.089314,0.236559,0.17094,0.052223,0.0344,0.007733,0.122608,0.137405,0.043103,0.01132,0.088553,0.150538,0.245283,0.063388,0.024818,0.007287,0.105128,0.140351,0.032609,0.016104,0.090554,0.379845,0.227723,0.062432,0.018431,0.006644,0.046095,0.098765,0,0.006335,0.054592,0.40678,0.130952,0.047968,0,0.003657,0.438812,0.627648,0.013229,0.013135,0.014661,0.004553,0.00114,0.002056,Dog
0.017914,0.001345,0.007061,0.00067,0.013607,0.001383,0.015412,0.001368,0.657256,0.438436,0.066903,0.685204,0.763083,0.152462,0.351769,0.1,0.121893,0.891137,0.015276,0.031056,0.017794,0.002807,0.02137,0.204301,0.068376,0.069119,0.023626,0.001047,0.0163,0.045802,0.008621,0.00288,0.023946,0.204301,0.132075,0.07565,0.015997,0.001075,0.017094,0.052632,0.01087,0.002785,0.0257,0.418605,0.128713,0.070738,0.012846,0.001042,0.005122,0.012346,0,0.000264,0.008383,0,0,0.016275,0,0.000398,0.660658,0.673841,0.003934,0.003122,0.000436,0.000474,0.00022,0.000425,Dog
0.001416,0.000107,0.009864,0.000962,0.00551,0.000478,0.00451,0.000535,0.180123,0.234313,0.256151,0.184215,0.265628,0.328763,0.107559,0,0.023175,0.565729,0.009401,0.024845,0.02847,0.000511,0.007684,0.075269,0.017094,0.120013,0.051977,0.000078,0.000709,0.007634,0.008621,0.000119,0.001907,0.075269,0,0.056235,0.023605,0.000033,0.000855,0,0.01087,0.000064,0,0,0,0.011563,0.017663,0.00005,0,0,0,0,0,0,0,0,0,0,0.180518,0.089003,0,0.000197,0.001016,0,0.00005,0.000703,Dog
0.265277,0.064348,0.154881,0.035574,0.15094,0.041154,0.221127,0.051618,0.33835,0.412109,0.546959,0.2991,0.369227,0.493473,0.341553,0.466667,0.262235,0.233901,0.269683,0.15528,0.156584,0.010982,0.112608,0.526882,0.239316,0.077383,0.090828,0.068203,0.239546,0.145038,0.146552,0.011799,0.105077,0.064516,0.254717,0.071336,0.087007,0.067546,0.217094,0.149123,0.130435,0.010168,0.1028,0.302326,0.247525,0.070738,0.077075,0.066611,0.149808,0.135802,0.081301,0.011359,0.098675,0.288136,0.202381,0.06962,0.048041,0.06261,0.103449,0.322748,0.039895,0.061363,0.178649,0.042248,0.020874,0.007787,Dog
0.006049,0.000125,0,0,0,0,0,0,0.383758,0.424625,0.083603,0.516938,0.272586,0.172806,0.306591,0.1,0.108253,0.786692,0.003525,0.006211,0.010676,0.000355,0.010844,0.258065,0,0.037799,0.015226,0,0.000709,0.007634,0,0.000371,0.006936,0.247312,0,0.027113,0.005853,0.000009,0.002564,0.008772,0.005435,0.00015,0.001301,0.44186,0,0.014381,0.006423,0.000036,0,0,0,0,0,0,0,0,0,0,0.715067,0.407532,0.001208,0.000143,0.000405,0.000063,0.000204,0.000466,Dog
0.056047,0.007759,0.05195,0.007058,0.050714,0.007988,0.077147,0.009905,0.612706,0.486768,0.324497,0.657702,0.58979,0.3429,0.287341,0.133333,0.114389,0.656419,0.061692,0.099379,0.049822,0.008057,0.053367,0.215054,0.128205,0.133715,0.055827,0.006317,0.054571,0.10687,0.025862,0.008493,0.051984,0.150538,0.207547,0.13268,0.032904,0.006191,0.048718,0.122807,0.01087,0.012903,0.052539,0.387597,0.207921,0.139775,0.011775,0.005965,0.035851,0.098765,0,0.009758,0.048295,0.40678,0.154762,0.113924,0,0.005091,0.217431,0.678119,0.014937,0.01563,0.007541,0.002746,0.0004,0.000384,Dog
0.066507,0.00671,0.034132,0.004083,0.039848,0.005095,0.045673,0.005097,0.764299,0.212362,0.26027,0.814252,0.337098,0.224903,0.385951,0.266667,0.201875,0.57009,0.092832,0.099379,0.064057,0.008336,0.052411,0.344086,0.136752,0.083473,0.051977,0.004779,0.07158,0.099237,0.043103,0.007165,0.048204,0.333333,0.207547,0.078886,0.037554,0.004427,0.052137,0.087719,0.021739,0.006856,0.039991,0.503876,0.128713,0.064163,0.017663,0.003933,0.017926,0.037037,0,0.001391,0.025844,0.483051,0,0.028481,0,0.002445,0.168445,0.644586,0.012285,0.008271,0.004226,0.006239,0.002756,0.004476,Dog
0.006198,0.000728,0.020849,0.002242,0.012365,0.001358,0.018389,0.002075,0.073667,0,0.002514,0.166757,0,0.045063,0.081444,0,0.016867,0.490262,0,0.024845,0.007117,0.001737,0,0.172043,0.017094,0.120013,0.017326,0.000287,0.002126,0.045802,0,0.002247,0.002341,0.172043,0.084906,0.141174,0.009657,0.000352,0.007692,0.04386,0.01087,0.001587,0.004485,0.387597,0,0.110187,0.017663,0.000459,0.002561,0.012346,0,0.000211,0,0,0,0.028481,0,0.000154,0.280205,0.063226,0.000945,0.000466,0.00017,0.000239,0.000291,0.002839,Dog
